museum_reference,title,description,date,style_culture,image,interpretation,GenAIinterpretation,tokens_used,wordCount,GenAIwordCount,sentenceCount,GenAIsentenceCount,fleschReadingEase,genAIfleschReadingEase,mcalpineEFLAW,genAImcalpineEFLAW,flairSentiment,flairScore,GenAIflairSentiment,GenAIflairScore,vadarNeg,vadarPos,vadarNeu,vadarCompound,GenAIvadarNeg,GenAIvadarPos,GenAIvadarNeu,GenAIvadarCompound,countTermsDetected,terms,issues,sources,genAIcountTermsDetected,genAIterms,genAIissues,genAIsources,racialBias,religiousBias,genderBias,ageBias,nationalityBias,sexualityBias,socioeconomicBias,educationalBias,disabilityBias,politicalBias,physicalBias,genAIracialBias,genAIreligiousBias,genAIgenderBias,genAIageBias,genAInationalityBias,genAIsexualityBias,genAIsocioeconomicBias,genAIeducationalBias,genAIdisabilityBias,genAIpoliticalBias,genAIphysicalBias
A.1909.499.63,Headdress,"Headdress (sapaunpe), circlet of twisted wood shavings with pieces of brown cotton, wooden representation of a bear's head at front, worn by men in ceremonies: Japan, Hokkaido, Ainu, 19th to early 20th century",19th - early 20th century,"Ainu people (Hokkaido), Japanese",A.1909.499.63.png,"Ainu ceremonies are led by community elders. Men and women wear richly decorated robes. Women wear headbands and men wear headdresses called sapaunpe. These are often decorated with a carved animal figure, here in the shape of a bear.","This ceremonial headdress, or sapaunpe, was worn by Ainu men in Hokkaido, Japan. Crafted from twisted wood shavings, cotton, and featuring a bear’s head, it embodies respect for the bear—an animal central to Ainu spiritual life. During rituals, the headdress connects the wearer to tradition, nature, and the community, blending craftsmanship with deep cultural symbolism. Can you imagine the stories shared while this was worn?",1306,39,65,4,4,60.27721153846156,41.9658653846154,13.0,21.25,POSITIVE,0.9524105191230774,POSITIVE,0.9995009899139404,0.0,0.075,0.925,0.4404,0.063,0.079,0.858,0.2732,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected,0.0001900279603432864,0.0010044572409242392,0.9983229041099548,1.6759235222707503e-05,0.0003157895989716053,4.35770743933972e-05,3.200266291969456e-05,1.3927152394899167e-05,8.872930266079493e-06,1.711884942778852e-05,3.444085450610146e-05,0.08140071481466293,0.08886761963367462,0.005696731153875589,0.00040029059164226055,0.815534770488739,0.0025574658066034317,0.0026931583415716887,0.0005406204145401716,0.00016320192662533373,0.0006414750823751092,0.001503842999227345
A.1909.499.57,Ceremonial stick,"Shaved ceremonial stick (inaw), wooden stick with twisted shavings hanging down, offered to Ainu gods (kamuy) during ceremonies. Particular shapes are carved for different kamuy - this shape is called kike chinoye inaw: Japan, Hokkaido, Ainu, 19th to early 20th century",19th - early 20th century,"Ainu people (Hokkaido), Japanese",A.1909.499.57.png,"Today, as in the past, shaved sticks, inaw, are used in Ainu ceremonies and attached to outdoor altars called nusa. Inaw symbolize birds and accompany prayers on their journey to the spirit world. They are carved into different shapes depending on the spirit-gods being honoured.","This finely shaved stick, called inaw, was crafted by the Ainu people of Hokkaido and offered to kamuy (gods) during ceremonies. Each inaw’s shape, such as this kike chinoye inaw, was carefully made for a specific deity. The twisted shavings symbolise prayers and respect. Through such objects, the Ainu expressed gratitude and sought blessings, connecting their daily lives to the spiritual world.",1316,45,62,3,4,58.130000000000024,53.28637096774196,19.666666666666668,19.5,POSITIVE,0.9922714233398438,POSITIVE,0.9998483657836914,0.0,0.102,0.898,0.5994,0.0,0.167,0.833,0.886,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected,0.0005906220758333802,0.9978947043418884,0.00010361569002270699,0.00016712673823349178,0.0007989741279743612,3.038919749087654e-05,4.585442729876377e-05,0.00017056462820619345,3.152682984364219e-05,6.422450678655878e-05,0.00010238998220302165,0.005409188102930784,0.8176546096801758,0.000859684485476464,0.00021530393860302866,0.17394870519638062,0.0006260305526666343,0.00023207219783216715,0.00020432620658539236,9.791121556190774e-05,0.0003698366926982999,0.00038229668280109763
A.1909.499.54 C,Prayer stick,"Prayer stick with shaved decoration (kike ikupasuy), wooden stick with pointed end, attached shavings on upper surface, used in the Ainu bear ceremony: Japan, Hokkaido, Ainu, 19th to early 20th century",19th - early 20th century,"Ainu people (Hokkaido), Japanese",A.1909.499.54C.png,"Shaved prayer sticks, kike ikupasuy, were made for the bear ceremony. The pointed 'tongues' were dipped to offer beer or rice wine to the spirit-gods. Other prayer sticks could be reused, but kike ikupasuy were usually destroyed or placed on an altar as offerings after the ceremony.","This kike ikupasuy, or prayer stick, was crafted by the Ainu people of Hokkaido. Its delicate shaved decorations and pointed end reflect its ceremonial use. During the bear ceremony, the Ainu offered prayers for the spirit of the bear, honoring their deep connection with nature and respect for animals. Imagine the hands that carefully shaped this stick, and the voices raised in prayer, passing on traditions across generations.",1297,47,68,3,4,63.13333333333334,48.994705882352946,20.333333333333332,22.75,NEGATIVE,0.9999793767929076,POSITIVE,0.9999337196350098,0.085,0.0,0.915,-0.6486,0.0,0.146,0.854,0.8316,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected,0.0001969963195733726,0.9991727471351624,5.816073826281354e-05,8.228044316638261e-05,0.00012941283057443798,2.663226769072935e-05,6.857560219941661e-05,9.453464735997841e-05,3.0521761800628155e-05,6.594542355742306e-05,7.415936124743894e-05,0.01155522558838129,0.2092813104391098,0.001114420942030847,0.0005730639095418155,0.7721503973007202,0.0024085016921162605,0.0003098599845543504,0.0003019677533302456,0.00016539455100428313,0.001075712381862104,0.0010641482658684254
A.1909.499.32,Arrow,"Ceremonial arrow (heper ay), notched shaft with feather flight, blunt wooden tip carved with abstract designs, used in the bear ceremony (iyomante): Japan, Hokkaido, Ainu, 19th to early 20th century",19th - early 20th century,"Ainu people (Hokkaido), Japanese",A.1909.499.32.png,"Blunted arrows, called flower arrows or heper ay, were released at the beginning of the bear ceremony. These beautifully decorated arrows were believed to be cherished by the bear spirit and were one of the many gifts given to him during the ceremony.","This ceremonial arrow, or heper ay, was crafted by the Ainu people of Hokkaido for use in the sacred bear ceremony (iyomante). Its notched shaft, feathered flight, and carved designs reflect deep spiritual meaning. With a blunt wooden tip, this arrow honored the bear—a revered animal—for its sacrifice, symbolizing gratitude and respect in Ainu culture.",1287,43,55,2,3,49.259011627907,40.56121212121215,30.0,24.333333333333332,POSITIVE,0.9981403350830078,POSITIVE,0.9953847527503968,0.0,0.179,0.821,0.8271,0.0,0.213,0.787,0.926,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected,0.0030821010004729033,0.006204762030392885,0.0009989554528146982,0.002394594717770815,0.00136846792884171,0.003460880368947983,0.00450538145378232,0.0007421192713081837,0.012130245566368103,0.0004993274924345315,0.9646131992340088,0.016761595383286476,0.044184647500514984,0.0011557511752471328,0.0004125629202462733,0.9314253926277161,0.003361837239935994,0.0007559175719507039,0.0003413184604141861,0.00014121409913059324,0.0005377662018872797,0.0009219968342222273
A.1909.499.29,Trough,"Feeding trough for bear (heper nima), hollowed out wood with projecting handle, used to feed young bears captured for the bear ceremony (iyomante): Japan, Hokkaido, Ainu, 19th to early 20th century",19th - early 20th century,"Ainu people (Hokkaido), Japanese",A.1909.499.29.png,"Captured cubs were honoured guests and given food and toys. Younger cubs were often brought indoors, but as they grew they were fed in their cages.","This wooden feeding trough was used by the Ainu people of Hokkaido to nourish bear cubs for the iyomante, or bear ceremony. Its simple, sturdy shape reflects the care given to young bears, which held spiritual significance. Through such objects, we glimpse the close relationship between Ainu communities and the natural world—inviting us to consider what it means to honor and nurture life.",1289,26,63,2,3,86.26307692307695,49.89142857142858,16.0,27.666666666666668,POSITIVE,0.997363030910492,POSITIVE,0.9998962879180908,0.0,0.077,0.923,0.2732,0.0,0.188,0.812,0.9081,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected,8.423624967690557e-05,3.221020961063914e-05,4.25178041041363e-05,0.9903426170349121,0.0002318728220416233,3.665445183287375e-05,0.008638432249426842,0.0001260754797840491,0.0001901942741824314,5.117417822475545e-05,0.00022407626966014504,0.010939808562397957,0.006836454384028912,0.0004195897199679166,0.0010212870547547936,0.9666789770126343,0.007436639163643122,0.003977032378315926,0.00044188808533363044,0.00025435510906390846,0.0003400297719053924,0.0016540370415896177
A.1909.499.50,Spring-bow trap,"Bow, part of spring-bow trap with trigger (A.1909.499.50 A), wooden bow with cord, used for hunting: Japan, Hokkaido, Ainu, 19th to early 20th century",19th - early 20th century,"Ainu people (Hokkaido), Japanese",A.1909.499.50.png,"The Ainu hunted and trapped deer, bears, foxes and otters in the forests. Deer were an important source of meat and were hunted with hand bows and traps. Of all these animals, bears were the most sacred and bear hunting was strictly controlled within the community.","This spring-bow trap, used by the Ainu people of Hokkaido in the 19th to early 20th century, is a skillfully crafted hunting tool. Made of wood and fitted with a cord, it reveals the ingenuity of Ainu hunters who relied on such devices for survival. Look closely—the function and simple beauty of this object reflect both the resourcefulness and lived traditions of its makers. What might it have meant to set this trap in the forests of Hokkaido?",1309,46,78,3,4,73.56731884057973,59.05788461538465,20.333333333333332,26.75,NEGATIVE,0.7148147821426392,POSITIVE,0.9999953508377076,0.066,0.097,0.837,0.1531,0.057,0.047,0.897,0.0516,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected,0.792083740234375,0.039452001452445984,0.0014667747309431434,0.0006190069252625108,0.1389310359954834,0.0025949724949896336,0.019917914643883705,0.0009221381624229252,0.00038730312371626496,0.0005147206829860806,0.003110339865088463,0.005288667511194944,0.0005414393963292241,0.0001867848332040012,0.00032517933868803084,0.990811824798584,0.0006245881668291986,0.0013066665269434452,0.00011429803271312267,8.253363193944097e-05,0.00013538231723941863,0.0005826354026794434
A.1900.198,Fishing spear,"Tip of fishing spear (marek), wood with pivoting iron hook and sealskin line: Sakhalin, Ainu, 19th century",19th century,"Ainu people (Sakhalin), Japanese",A.1900.198.png,"Fishing was vital to Ainu communities. Salmon and trout returned to the rivers to spawn in vast numbers, so villages were built near the spawning grounds. Annual ceremonies welcomed the first salmon and sent its spirit back in the hope that it would return the following year.","This 19th-century fishing spear tip, or marek, forged by the Ainu people of Sakhalin, combines wood, iron, and sealskin. Ingeniously crafted to pivot and secure the catch, it reflects daily life and deep respect for the natural world. Imagine the hands that lashed the line and shaped the wood—connecting community, tradition, and survival on the edge of the sea.",1267,47,59,3,3,63.13333333333334,52.08689265536725,21.0,27.333333333333332,POSITIVE,0.9935733675956726,POSITIVE,0.9999927282333374,0.0,0.176,0.824,0.802,0.0,0.125,0.875,0.7906,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected,0.7082492709159851,0.02710101194679737,0.0016419404419139028,0.0030640107579529285,0.19108937680721283,0.004292163532227278,0.0577189140021801,0.0030375102069228888,0.0004832871782127768,0.0008049575844779611,0.002517554210498929,0.03153305873274803,0.004603956826031208,0.0004897674079984426,0.0004406328371260315,0.9432374835014343,0.0022464345674961805,0.01145305298268795,0.0013988192658871412,0.00015578059537801892,0.003432729048654437,0.0010083570377901196
A.1900.202,Belt,"Woven nettle fibre belt decorated with coloured cloth and blue glass beads, carrying seal and sharkskin pouches, antler tip and two knives: Sakhalin, Ainu, 19th century",19th century,"Ainu people (Sakhalin), Japanese",A.1900.202.png,"This belt is a combination of elements, including seal-and sharkskin pouches, an antler tip and two knives. These items would have been used by Sakhalin Ainu.","This woven nettle fibre belt, made by the Ainu people of Sakhalin in the 19th century, is both practical and personal. Decorated with cloth and blue glass beads, it carries pouches of seal and sharkskin, an antler tip, and two knives. Each item reflects daily life and survival, as well as cultural identity. Imagine the stories of its wearer—hunter, fisher, and maker—woven into every thread and bead.",1288,26,67,2,4,60.23230769230773,53.46360074626867,17.0,22.5,NEGATIVE,0.999424695968628,POSITIVE,0.9999401569366456,0.0,0.0,1.0,0.0,0.0,0.031,0.969,0.2732,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected,0.1762666255235672,0.04191909357905388,0.019039209932088852,0.0020375254098325968,0.49785926938056946,0.005368934944272041,0.06220051646232605,0.006775503978133202,0.003038609167560935,0.001247078413143754,0.18424765765666962,0.0793825164437294,0.020119788125157356,0.0007948248530738056,0.0011348191183060408,0.8206456899642944,0.0022100231144577265,0.0697278082370758,0.0015046625630930066,0.0004137966316193342,0.0009636482573114336,0.0031023919582366943
A.1909.499.41 A,String of beads,"String of beads attaching lid to poison holder (A.1909.499.41), double string of glass beads, various colours: Japan, Hokkaido, Ainu, 19th to early 20th century",19th - early 20th century,"Ainu people (Hokkaido), Japanese",A.1909.499.41.png,Ainu communities living in Hokkaido used poison-tipped arrows for hunting. Poison was made from the plant monkshood and ingredients such as tobacco and poisonous spiders.,"This string of multicoloured glass beads, crafted by the Ainu people of Hokkaido, was used to attach the lid to a poison holder. Beads like these not only served a practical function, but also reflected personal and cultural identity. Each bead may recall a story, a trade, or a journey. Imagine the care taken in stringing and using these beads—linking daily life with tradition in 19th to early 20th century Japan.",1299,25,71,2,4,38.48350000000002,55.36522887323949,16.0,23.75,NEGATIVE,0.9986444115638732,POSITIVE,0.9999852180480956,0.238,0.0,0.762,-0.802,0.032,0.085,0.884,0.5859,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected,0.0028539111372083426,0.016207149252295494,0.0003692279278766364,0.0003152453282382339,0.9774781465530396,0.001318270922638476,0.00037027342477813363,0.00040274797356687486,7.305293547688052e-05,0.00019859267922583967,0.00041339616291224957,0.00046990124974399805,8.798129420029e-05,5.245703141554259e-05,6.187176040839404e-05,0.9989269375801086,7.895781163824722e-05,0.00015494776016566902,4.738378993351944e-05,1.4983766959630884e-05,4.7411500418093055e-05,5.711320773116313e-05
A.1886.15,Ekamasune,"Bag (ekamasune), woven rushes with chevron design and patterned indigo fabric panels at ends: Japan, Hokkaido, Ainu, 19th century",19th century,"Ainu people (Hokkaido), Japanese",A.1886.15.png,"While groups of hunters travelled into the mountains, taking what they needed to make camp, the rest of the community, including women, children and the elderly, gathered wild plants from the area around the village. These plants complemented the food obtained by hunting and fishing and provided materials for crafts.","Ekamasune is a traditional Ainu bag, woven from rushes in a striking chevron pattern. The indigo fabric panels at the ends showcase the unique artistry of Hokkaido’s Indigenous Ainu people. Crafted in the 19th century, this bag reflects both creativity and resourcefulness—carrying personal stories and daily necessities, while connecting us to Ainu cultural practices and their relationship with the land.",1273,50,60,2,3,44.408000000000015,22.975000000000023,32.5,26.333333333333332,POSITIVE,0.9994733929634094,POSITIVE,0.9999879598617554,0.0,0.0,1.0,0.0,0.0,0.044,0.956,0.3818,0,['No issues detected'],['No issues detected'],['No issues detected'],1,['Traditional'],"[""The term “traditional” itself is not necessarily problematic, but it can have a negative meaning when contrasted with terms like 'modern' or 'progress.' Several scholars have argued this contrast was part of a Eurocentric, colonial mindset that portrayed non-European cultures as stuck in the past, while Europe was seen as modern and forward-thinking. This divide still exists today, especially when referring to “traditional arts and cultures,” a term often linked to ethnographic museums.""]","['Tropen Museum et al., eds., “Words Matter: An Unfinished Guide to Word Choices in the Cultural Sector,” 2018, 140. https://www.materialculture.nl/sites/default/files/2018-08/words_matter.pdf.pdf.\nAndrei Nesterov, Laura Hollink, Marieke van Erp, and Jacco van Ossenbruggen. (2023). cultural-ai/wordsmatter: Words Matter: a knowledge graph of contentious terms (v1.0.2) [Data set]. European Semantic Web Conference (ESWC), Hersonissos, Greece. Zenodo. https://doi.org/10.5281/zenodo.7713157 ; https://w3id.org/culco/wordsmatter/140.']",0.01160371582955122,0.0001068304554792121,0.07437200099229813,0.10938036441802979,0.004689916968345642,0.0011631341185420752,0.7963292002677917,0.0002433035260764882,0.0005123604205437005,0.0002714552392717451,0.0013276936952024698,0.8914655447006226,0.0004260234418325126,0.00011540733248693869,0.00021626085799653083,0.06507385522127151,9.510183735983446e-05,0.04150613397359848,0.0004399704630486667,9.172032150672749e-05,0.00035817065509036183,0.00021184289653319865
A.1909.499.48,Robe,"Robe, striped elm-bark cloth (attush) with abstract designs in blue cotton calico applique and embroidery around hem, cuffs and collar, worn by a man: Japan, Hokkaido, Ainu, 19th to early 20th century",19th - early 20th century,"Ainu people (Hokkaido), Japanese",A.1909.499.48.png,"The patterns on this robe are concentrated around the collar, cuffs and hem, focusing their protective power at these 'weak' points where harmful spirits might enter.","This robe, woven from elm-bark cloth (attush), is the work of the Ainu people of Hokkaido, Japan. Bold blue cotton calico appliqué and intricate embroidery decorate the hem, cuffs, and collar, creating abstract patterns unique to Ainu culture. Traditionally worn by men in the 19th to early 20th centuries, such garments express both identity and artistry, embodying a deep connection to the natural world and community. Consider the hands that stitched each line—preserving stories, tradition, and belonging through fabric.",1323,26,79,1,4,50.29115384615386,35.79381329113929,33.0,25.25,POSITIVE,0.9380830526351928,POSITIVE,0.9999954700469972,0.0,0.0,1.0,0.0,0.026,0.106,0.868,0.6908,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected,0.023816628381609917,0.44899889826774597,0.0040231728926301,0.002413239562883973,0.004680127836763859,0.005059455055743456,0.03814122453331947,0.009847620502114296,0.013419880531728268,0.011383906938135624,0.43821588158607483,0.013475244864821434,0.0034307637251913548,0.5140373110771179,0.00036123034078627825,0.45930880308151245,0.0037273350171744823,0.00206832867115736,0.00028495583683252335,0.00015927114873193204,0.0003026906633749604,0.0028440961614251137
K.2002.108 A,Headband,"Headband, indigo cotton embroidered with abstract designs in green, pink and white: Japan, Hokkaido, Tomakomai, Ainu, by Sunazawa Yumiko, 2002",2002,"Ainu people (Hokkaido), Japanese",K.2002.108A.png,"These items were created by two artists, mother and daughter, who embroider in the Ainu tradition. The leggings were made by Sunazawa Yoeko, who visited this Museum in 2002. The headband was made by her daughter, Yumiko.","This indigo cotton headband, made by Ainu artist Sunazawa Yumiko in 2002, is embroidered with swirling abstract motifs. For the Ainu people of Hokkaido, such patterns hold cultural meaning, often signifying protection and identity. Carefully hand-stitched in green, pink, and white, the design connects past and present, reflecting both tradition and contemporary creativity. Can you spot the repeating spirals—symbols often believed to guard the wearer from harm?",1290,37,67,3,4,63.98693693693693,35.78598880597016,17.0,21.0,POSITIVE,0.9298987984657288,POSITIVE,0.9994932413101196,0.0,0.053,0.947,0.25,0.049,0.057,0.894,-0.1027,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected,0.07507623732089996,0.06264383345842361,0.7575652003288269,0.0026606456376612186,0.07956194877624512,0.0046512470580637455,0.002944202860817313,0.0005553443334065378,0.0011243385961279273,0.00026557958335615695,0.012951454147696495,0.008741011843085289,0.0016589059960097075,0.0005668455269187689,0.00019597841310314834,0.984524667263031,0.0021423723082989454,0.0006315374630503356,0.00023836393665987998,0.00010696344543248415,0.0005409207660704851,0.0006523742340505123
A.1909.499.1,Loom,"Back-strap loom of wood, with roll of striped elm bark cloth: Japan, Hokkaido, Ainu, 19th to early 20th century",19th - early 20th century,"Ainu people (Hokkaido), Japanese",A.1909.499.1.png,"Women traditionally wove cloth using a backstrap loom. The wooden brace fits around the weaver's back and is used to keep the threads on the loom taut. The wooden parts of the loom, thread winders and beaters, were carved by men and feature typical Ainu designs.","This back-strap loom, crafted by the Ainu people of Hokkaido, Japan, was used to weave elm bark cloth in the 19th to early 20th century. The loom embodies skilled hands—each thread tells of daily life, resilience, and cultural identity. Through its simple wooden frame and natural materials, imagine the weaver at work, seated on the ground, transforming bark into cloth for garments and ritual. What patterns or stories might have emerged under their fingers? Look closely at the textures and colors—echoes of Hokkaido’s forests and a community’s way of life.",1313,46,90,3,5,73.56731884057973,54.14500000000001,20.666666666666668,23.8,NEGATIVE,0.6362155675888062,POSITIVE,0.999992609024048,0.119,0.0,0.881,-0.5719,0.041,0.027,0.932,-0.0772,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected,0.0005129232886247337,0.0003681545495055616,0.9980839490890503,1.1080632248194888e-05,0.0008025708375498652,2.9464441468007863e-05,5.179714207770303e-05,1.5970161257428117e-05,1.499303925811546e-05,1.7154394299723208e-05,9.199673513649032e-05,0.0015678554773330688,0.0004471354477573186,6.876638508401811e-05,4.986261046724394e-05,0.9966576099395752,0.00016646266158204526,0.0006444518803618848,6.544691132148728e-05,2.6777846869663335e-05,0.0001580115349497646,0.0001477230980526656
A.1909.499.12 B,Pons ikayop,"Model quiver (pons ikayop), wood with carved abstract designs, used as charms or placed into burials: Japan, Hokkaido, Ainu, 19th to early 20th century",19th - early 20th century,"Ainu people (Hokkaido), Japanese",A.1909.499.12B.png,"These carvings are miniature versions of the quivers which Ainu men carried for hunting. Sometimes used as charms by the living, they were also placed into men's graves for their next life in the spirit world.","This carved wooden quiver, called pons ikayop, was created by the Ainu people of Hokkaido, Japan. Its intricate abstract patterns were believed to carry protective power. Such objects served not just as tools, but as charms or sacred items, sometimes placed in burials to guide spirits. Each carved line connects us to the Ainu’s traditions, offering a glimpse into a culture where artistry and spiritual belief are closely linked.",1293,36,69,2,4,71.06500000000001,54.45668478260873,23.5,22.25,NEGATIVE,0.9281577467918396,POSITIVE,0.9999808073043824,0.055,0.116,0.829,0.34,0.0,0.094,0.906,0.6858,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected,0.0353720523416996,0.013785741291940212,0.8827638030052185,0.004053765907883644,0.0062795174308121204,0.002129567787051201,0.018659040331840515,0.00022522328072227538,0.0010345687624067068,8.154813986038789e-05,0.03561503067612648,0.017062392085790634,0.1361674666404724,0.00045814079931005836,0.00027121949824504554,0.8438606858253479,0.0006979337194934487,0.00035053686588071287,0.00046429288340732455,7.474394078599289e-05,0.00038467106060124934,0.00020797937759198248
A.1909.499.53 S,Prayer stick,"Prayer stick (ikupasuy), wooden stick with pointed end, carved with abstract designs in low relief, used in Ainu ceremonies to deliver prayers: Japan, Hokkaido, Ainu, 19th to early 20th century",19th - early 20th century,"Ainu people (Hokkaido), Japanese",A.1909.499.53S.png,"Ikupasuy or prayer sticks are sacred objects used in Ainu ceremonies. Lines carved at each end are similar to family crests and identify the owner, while symbols sometimes carved on the reverse have private meaning. The central section is carved freely and may include animals such as bears and whales, or representations of ceremonial objects.","These prayer sticks, or ikupasuy, were used by the Ainu people of Hokkaido to deliver prayers during ceremonies. Each stick's intricate carvings reflect spiritual beliefs and connections to ancestors. When prayers were recited, a few drops of sacred sake were poured, and the stick used to direct the offering. These objects remind us of the power of ritual and the ongoing significance of tradition in Ainu life.",1293,55,67,3,4,48.25212121212124,49.67554104477614,24.666666666666668,22.25,POSITIVE,0.983358919620514,POSITIVE,0.99997878074646,0.0,0.051,0.949,0.4404,0.0,0.055,0.945,0.4019,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected,0.001420812914147973,0.9935076236724854,0.00031813650275580585,0.00010449938417878002,0.002163886558264494,0.00018221192294731736,0.001777936122380197,0.00023480431991629303,5.692689956049435e-05,0.00013378185394685715,9.923210018314421e-05,0.002646442735567689,0.8249913454055786,0.000540679378900677,0.0004318199644330889,0.169432133436203,0.0007255635573528707,0.00015958775475155562,0.00025449812528677285,8.613030513515696e-05,0.0004674052179325372,0.0002643272455316037
A.1909.499.18,Knife,"Knife (makiri) with metal blade set into wooden handle: Japan, Hokkaido, Ainu, 19th to early 20th century",19th - early 20th century,"Ainu people (Hokkaido), Japanese",A.1909.499.18.png,"Both men and women carried knives, makiri. A craftsman's skill was judged by the decoration on his knife. When a man wished to marry a woman, he carved a knife especially for her. If she wore this, it showed that she had accepted his proposal.","This finely carved makiri knife belonged to the Ainu people of Hokkaido. Both tool and symbol, it served daily tasks and ritual roles. The wooden handle and sheath are adorned with traditional patterns, reflecting Ainu identity and connection to nature. Imagine the hands that shaped it, passing knowledge from one generation to the next. How might this knife have shaped both lives and traditions?",1266,45,64,4,5,82.61625000000004,62.97737500000002,16.75,16.4,NEGATIVE,0.8391451239585876,POSITIVE,0.9999566078186036,0.0,0.05,0.95,0.2732,0.0,0.028,0.972,0.2023,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected,6.352561467792839e-05,0.00018966294010169804,0.9992363452911377,5.6465914894943126e-06,0.0002876363869290799,0.00015052029630169272,1.6528731066500768e-05,5.8491768868407235e-06,7.50139315641718e-06,1.1889915185747668e-05,2.4846973246894777e-05,0.004613589029759169,0.0011634366819635034,0.0003217998309992254,0.00027857581153512,0.9908943176269531,0.0008016718784347177,0.0009016736876219511,0.0001783347688615322,7.857262244215235e-05,0.00011751840065699071,0.0006504509947262704
A.1909.499.11 B,Tobacco box,"Tobacco box with pipe holder, wooden with bone toggle, carved abstract designs: Japan, Hokkaido, Ainu, 19th to early 20th century",19th - early 20th century,"Ainu people (Hokkaido), Japanese",A.1909.499.11B.png,"Ainu pipe holders look very similar to prayer sticks, but only ever have abstract designs. The small box, hung from the belt, held imported tobacco.","This carved wooden tobacco box, paired with a pipe holder and bone toggle, reflects the artistry and daily life of the Ainu people of Hokkaido in the 19th to early 20th century. Abstract designs etched on its surface connect it to Ainu spiritual traditions. Such objects were carried for both practical use and as personal keepsakes, inviting us to imagine the stories and hands that have shaped its history.",1276,25,69,2,3,65.55550000000002,49.84652173913045,15.0,31.0,NEGATIVE,0.996393382549286,POSITIVE,0.9999785423278807,0.0,0.0,1.0,0.0,0.0,0.033,0.967,0.3182,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected,0.002278547268360853,0.9872496724128723,0.0001465117238694802,0.000152686276123859,0.009354260750114918,5.5389082262990996e-05,0.0003555695293471217,0.00016701013373676687,3.284261765656993e-05,9.236801270162687e-05,0.00011513906065374613,0.01400668639689684,0.007157504558563232,0.0002167544880649075,0.0005912819178774953,0.974013090133667,0.001334089320152998,0.001487700967118144,0.0003631589061114937,0.0001248661137651652,0.000242088150116615,0.0004627646994777024
A.1907.415,Mani stone,"Mani stone (stone tablet), circular stone carved with 'om mani padme hum' (Tibetan Buddhist mantra) set into lotus flower petals, for setting at religious sites in the landscape: India, Ladakh, Tibetan, 19th century AD",19th century,Tibetan,A.1907.415.png,"For Tibetan Buddhists, the act of walking can be a form of meditation. As pilgrims walk, they recite mantras, count them on beads, and turn hand wheels packed with printed prayers. Carved stones are used to mark places of importance, such as sacred monuments and mountain passes.","This 19th-century Mani stone from Ladakh, India, is intricately carved with the sacred Tibetan Buddhist mantra “om mani padme hum” set within lotus petals. Placed at religious sites, such stones invite passersby to reflect on compassion and peace. Each inscription is a devotional offering, connecting the landscape with centuries of human spirituality and hope. Look closely: how might the hands that carved it have been guided by faith?",1285,47,68,3,4,73.93333333333334,46.50647058823532,21.0,21.5,POSITIVE,0.9887722134590148,POSITIVE,0.9999539852142334,0.0,0.115,0.885,0.6908,0.0,0.208,0.792,0.9325,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected,0.00033551244996488094,0.9138662815093994,0.00026895443443208933,8.943308057496324e-05,0.08340341597795486,8.043932029977441e-05,0.00030146559583954513,0.001232645590789616,0.00013500927889253944,0.00020246062194928527,8.448060543742031e-05,0.00020160828717052937,0.985353946685791,0.0001021203279378824,4.872127465205267e-05,0.013789079152047634,4.3509342503966764e-05,5.247633089311421e-05,0.00021115534764248878,4.424967846716754e-05,0.00012802945275325328,2.5111632567131892e-05
